Date,Region,Product,Channel,Revenue,Units,Cost,Profit,Ad Spend,Complaints,Returns
2024-02-13,East,Headphones,Online,18120,20,11789.91,6330.09,9321,10,0
2024-08-13,East,Tablet,Online,8148,7,5009.04,3138.96,7923,6,4
2024-04-06,West,Phone,Distributor,37512,36,25591.98,11920.02,9497,13,1
2024-12-14,North,Phone,Online,17893,29,9231.74,8661.26,1584,18,4
2024-05-02,North,Camera,Online,26316,36,20125.95,6190.05,7628,12,6
2024-02-21,South,Tablet,Retail,18225,27,13408.47,4816.53,6695,20,4
2024-12-27,East,Laptop,Online,24360,24,18814.07,5545.93,8811,23,4
2024-12-18,South,Phone,Retail,50248,88,27636.08,22611.92,6442,28,7
2024-03-13,North,Headphones,Retail,22403,43,12394.56,10008.44,5322,28,1
2024-03-28,North,Camera,Retail,66917,61,33478.71,33438.29,5055,15,1
2024-01-24,North,Camera,Distributor,51490,38,29271.36,22218.64,9243,5,2
2024-02-18,North,Tablet,Distributor,41409,43,26799.84,14609.16,6747,17,4
2024-12-05,West,Tablet,Retail,30267,59,22649.55,7617.45,5933,22,5
2024-09-22,West,Laptop,Retail,90728,88,65184.86,25543.14,1339,4,6
2024-04-22,South,Tablet,Retail,3000,4,2019.83,980.17,8056,11,3
2024-02-15,South,Headphones,Distributor,20832,14,12127.91,8704.09,9927,28,7
2024-09-26,South,Tablet,Distributor,63405,45,38002.34,25402.66,7836,30,4
2024-06-07,South,Laptop,Distributor,81606,67,49206.98,32399.02,3014,13,7
2024-10-17,East,Tablet,Online,2020,2,1571.9,448.1,3410,14,10
2024-03-17,East,Camera,Distributor,57276,86,33855.48,23420.52,5722,2,4
2024-01-08,West,Laptop,Online,49765,37,33736.76,16028.24,1871,15,4
2024-01-03,West,Tablet,Distributor,551,1,317.06,233.94,6737,28,4
2024-09-14,South,Laptop,Distributor,22610,35,18060.29,4549.71,4223,13,9
2024-02-11,East,Phone,Online,88755,61,53820.12,34934.88,7328,13,6
2024-02-20,East,Tablet,Distributor,27080,40,18121.19,8958.81,6283,25,9
2024-03-12,South,Tablet,Online,57618,54,32257.84,25360.16,5997,2,4
2024-10-17,West,Camera,Online,63749,49,48626.24,15122.76,8158,3,2
2024-09-26,West,Tablet,Distributor,108152,88,65677.22,42474.78,6803,13,7
2024-08-03,West,Headphones,Online,37944,72,29871.32,8072.68,7896,2,2
2024-11-10,East,Phone,Distributor,58212,66,31328.68,26883.32,9900,28,9
2024-05-30,North,Headphones,Online,61672,52,30946.14,30725.86,9487,14,0
2024-02-13,North,Tablet,Distributor,11774,14,7986.33,3787.67,5760,18,7
2024-12-19,East,Laptop,Online,104310,95,73259.41,31050.59,1868,22,3
2024-09-21,South,Camera,Distributor,40896,64,23190.61,17705.39,3535,9,10
2024-06-08,North,Headphones,Distributor,62745,89,33531.72,29213.28,1000,4,9
2024-03-02,North,Phone,Online,13790,14,6997.0,6793.0,9287,14,6
2024-01-29,North,Tablet,Retail,42656,62,31824.84,10831.16,9957,8,9
2024-12-14,West,Camera,Online,36344,56,25108.58,11235.42,4027,4,10
2024-05-03,South,Camera,Distributor,95310,90,53383.64,41926.36,8871,9,4
2024-12-07,North,Camera,Retail,56784,48,33079.77,23704.23,7321,22,1
2024-08-25,West,Headphones,Online,3160,4,2013.31,1146.69,7380,0,9
2024-06-04,North,Camera,Retail,8574,6,6620.14,1953.86,3282,14,7
2024-05-21,North,Phone,Retail,89440,65,67822.95,21617.05,4453,11,8
2024-07-18,North,Phone,Distributor,17200,20,11984.62,5215.38,6558,14,2
2024-05-22,East,Headphones,Online,82585,83,50621.04,31963.96,8729,19,10
2024-04-02,East,Phone,Distributor,46284,42,36405.07,9878.93,6703,18,9
2024-07-25,North,Laptop,Online,62228,94,35439.55,26788.45,2740,15,10
2024-08-31,East,Phone,Distributor,18817,31,14487.93,4329.07,3850,23,6
2024-08-03,North,Laptop,Distributor,20361,33,10409.06,9951.94,2194,14,5
2024-11-06,North,Phone,Retail,17010,14,10798.85,6211.15,3182,20,9
2024-10-11,South,Phone,Retail,59724,63,42025.07,17698.93,4694,6,2
2024-08-10,South,Laptop,Distributor,4576,4,3605.66,970.34,2576,6,0
2024-03-12,North,Tablet,Retail,77307,73,58702.87,18604.13,6582,5,10
2024-11-24,West,Phone,Online,99678,74,64005.22,35672.78,6768,11,9
2024-10-13,South,Laptop,Retail,62700,55,38424.78,24275.22,2161,18,1
2024-03-06,East,Laptop,Online,47104,64,24279.46,22824.54,9856,10,0
2024-04-24,East,Tablet,Retail,78806,91,41009.53,37796.47,3586,30,4
2024-02-08,South,Camera,Distributor,53235,65,32993.24,20241.76,1928,17,1
2024-10-25,West,Tablet,Distributor,2132,4,1282.21,849.79,5274,6,5
2024-01-31,South,Phone,Distributor,78678,94,61152.65,17525.35,2021,7,7
2024-02-07,North,Tablet,Online,60048,54,43341.85,16706.15,2320,28,8
2024-09-02,South,Tablet,Distributor,3636,6,1856.83,1779.17,9316,7,10
2024-06-28,West,Headphones,Retail,15630,30,12181.61,3448.39,1431,24,3
2024-09-30,West,Laptop,Distributor,34286,62,21124.89,13161.11,7180,22,2
2024-08-08,West,Camera,Online,14220,15,7613.36,6606.64,7024,11,3
2024-06-24,West,Laptop,Online,17820,30,12056.75,5763.25,4721,13,8
2024-10-17,North,Laptop,Distributor,42624,32,22039.38,20584.62,1928,4,7
2024-04-02,East,Laptop,Retail,50220,45,34981.38,15238.62,5001,9,2
2024-11-06,West,Headphones,Distributor,18752,16,9808.07,8943.93,5099,30,8
2024-04-15,West,Tablet,Online,70110,57,41422.09,28687.91,7011,24,8
2024-05-29,South,Camera,Retail,49774,41,32971.58,16802.42,2710,1,5
2024-07-29,West,Tablet,Online,38691,27,20937.23,17753.77,9535,7,4
2024-10-10,South,Laptop,Retail,124155,93,91425.51,32729.49,1587,7,7
2024-11-28,West,Laptop,Online,86784,64,44270.85,42513.15,5554,18,6
2024-06-02,North,Laptop,Retail,70547,79,45757.3,24789.7,7268,12,7
2024-01-23,South,Phone,Retail,28200,24,17746.98,10453.02,1856,21,4
2024-01-17,East,Laptop,Distributor,137158,97,82413.51,54744.49,5301,25,9
2024-04-20,North,Tablet,Distributor,75520,80,57374.26,18145.74,1935,25,1
2024-10-10,West,Tablet,Distributor,56040,60,37646.59,18393.41,9501,8,2
2024-07-14,West,Phone,Online,1574,2,1164.57,409.43,5495,2,3
2024-10-04,East,Tablet,Distributor,27489,51,18820.73,8668.27,6926,8,10
2024-05-08,North,Laptop,Retail,85848,73,51190.89,34657.11,5333,27,2
2024-08-15,West,Laptop,Retail,1954,2,998.69,955.31,6877,15,10
2024-10-11,South,Headphones,Online,109575,75,57402.41,52172.59,6145,30,1
2024-08-13,South,Tablet,Retail,47226,34,30625.05,16600.95,4726,20,2
2024-03-16,North,Phone,Online,45276,84,25140.71,20135.29,9302,27,7
2024-10-23,East,Laptop,Distributor,67436,92,34948.29,32487.71,5244,8,0
2024-12-13,East,Camera,Distributor,6684,6,3812.61,2871.39,2788,2,8
2024-08-15,North,Camera,Online,21948,31,13119.13,8828.87,7084,26,10
2024-07-31,North,Headphones,Retail,9975,19,5964.67,4010.33,6902,10,6
2024-11-29,East,Headphones,Retail,42480,80,23283.03,19196.97,1730,9,2
2024-10-29,North,Laptop,Distributor,37156,28,22068.13,15087.87,9326,25,9
2024-12-30,East,Phone,Retail,39975,75,27867.28,12107.72,3458,12,10
2024-02-10,North,Phone,Distributor,70720,65,48732.96,21987.04,7849,17,1
2024-09-27,North,Camera,Retail,88145,85,57832.0,30313.0,6192,8,3
2024-10-21,East,Phone,Retail,42176,32,30800.84,11375.16,6930,7,7
2024-06-10,North,Phone,Retail,139120,94,106297.14,32822.86,6929,2,5
2024-10-13,North,Tablet,Distributor,69378,62,39483.36,29894.64,7862,7,9
2024-03-05,South,Headphones,Distributor,88575,75,47958.23,40616.77,5264,25,4
2024-06-23,East,Laptop,Online,49343,53,32147.35,17195.65,3431,18,7
2024-11-19,South,Phone,Retail,1340,2,718.56,621.44,5315,24,8
2024-12-30,West,Laptop,Online,6765,5,4258.07,2506.93,3735,2,2
2024-09-20,West,Headphones,Retail,15487,17,10981.5,4505.5,4955,22,4
2024-03-01,East,Tablet,Distributor,88218,78,46961.22,41256.78,1741,2,5
2024-08-17,West,Headphones,Distributor,44576,56,32420.04,12155.96,3205,23,2
2024-10-28,North,Phone,Online,84132,76,51401.47,32730.53,8430,12,5
2024-08-12,South,Camera,Distributor,59736,76,46799.0,12937.0,2587,7,4
2024-09-09,East,Laptop,Distributor,95006,67,62471.96,32534.04,9326,27,6
2024-05-26,East,Headphones,Retail,66154,97,52000.62,14153.38,1687,26,3
2024-08-08,East,Camera,Distributor,24641,41,14888.18,9752.82,3713,3,4
2024-05-20,West,Headphones,Online,17490,22,13673.01,3816.99,5250,19,1
2024-04-28,East,Phone,Online,28755,27,21613.32,7141.68,3766,0,9
2024-01-21,South,Laptop,Retail,3512,4,1970.03,1541.97,7987,23,7
2024-09-23,South,Headphones,Retail,18495,15,13166.53,5328.47,2965,14,6
2024-09-09,East,Laptop,Online,44964,36,31502.44,13461.56,6795,25,1
2024-04-23,North,Tablet,Online,54795,65,31936.3,22858.7,9402,21,1
2024-12-27,East,Laptop,Retail,18902,13,13449.36,5452.64,9540,10,3
2024-10-12,North,Laptop,Online,19800,18,12134.68,7665.32,4607,21,3
2024-05-15,West,Phone,Retail,30024,24,19486.11,10537.89,3159,6,10
2024-02-15,South,Laptop,Retail,9018,9,6017.9,3000.1,4416,22,2
2024-01-20,West,Tablet,Distributor,56154,49,37913.48,18240.52,6713,15,8
2024-12-02,South,Tablet,Online,44992,38,29043.15,15948.85,7425,19,5
2024-10-05,West,Tablet,Online,17835,29,14069.6,3765.4,5706,13,7
2024-06-15,South,Headphones,Online,22425,23,17646.11,4778.89,2860,11,6
2024-12-26,South,Headphones,Retail,70917,77,50079.22,20837.78,1474,9,4
2024-09-16,South,Headphones,Online,92880,72,55445.42,37434.58,6203,13,6
2024-08-14,West,Headphones,Retail,5418,7,3498.14,1919.86,4587,10,10
2024-01-24,East,Headphones,Retail,31494,29,24020.05,7473.95,9782,6,10
2024-02-26,East,Phone,Distributor,36400,70,28577.04,7822.96,1345,25,6
2024-02-16,East,Tablet,Distributor,10530,9,5420.47,5109.53,4448,11,8
2024-04-11,South,Camera,Retail,67528,92,39642.73,27885.27,3644,29,5
2024-06-18,West,Phone,Distributor,70876,94,55425.33,15450.67,1591,27,0
2024-09-26,North,Camera,Retail,34209,63,18715.18,15493.82,5939,0,3
2024-11-19,South,Laptop,Retail,60096,96,44705.34,15390.66,7190,20,6
2024-03-08,East,Laptop,Online,10160,10,7281.0,2879.0,7805,0,0
2024-10-04,South,Laptop,Distributor,99636,76,61509.01,38126.99,6114,25,5
2024-08-05,North,Tablet,Retail,41713,59,22103.88,19609.12,8723,12,4
2024-08-07,North,Phone,Retail,56520,72,36455.67,20064.33,9736,16,3
2024-07-14,North,Headphones,Distributor,75174,51,45993.05,29180.95,9955,22,1
2024-08-19,South,Camera,Online,65739,51,37447.21,28291.79,7059,15,9
2024-02-25,East,Tablet,Online,121419,81,63755.95,57663.05,3773,6,7
2024-10-30,South,Laptop,Online,58812,52,44192.58,14619.42,9575,23,9
2024-04-29,North,Headphones,Retail,43354,53,31308.24,12045.76,3467,1,5
2024-12-18,West,Laptop,Retail,63546,89,46166.89,17379.11,9007,17,7
2024-06-09,South,Tablet,Retail,90454,91,59186.71,31267.29,2334,29,1
2024-08-05,North,Headphones,Online,49761,97,27300.27,22460.73,2990,5,3
2024-08-12,North,Laptop,Retail,43136,64,29671.07,13464.93,9594,15,2
2024-10-07,West,Headphones,Online,23560,38,14857.97,8702.03,5820,23,10
2024-05-18,East,Camera,Retail,85045,73,46756.35,38288.65,5754,16,10
2024-04-14,East,Camera,Distributor,32439,33,20724.11,11714.89,6409,29,2
2024-03-25,West,Laptop,Retail,36882,54,20104.55,16777.45,2098,0,4
2024-12-25,South,Phone,Distributor,13650,13,8702.94,4947.06,2551,1,9
2024-08-27,South,Laptop,Retail,87904,82,67246.82,20657.18,6651,20,0
2024-04-08,East,Tablet,Retail,93450,75,55296.71,38153.29,7607,29,4
2024-10-14,South,Laptop,Distributor,12100,20,8702.29,3397.71,5587,5,4
2024-10-15,North,Phone,Distributor,88160,76,64340.61,23819.39,6409,18,9
2024-11-05,East,Camera,Distributor,43554,61,23973.42,19580.58,4798,6,1
2024-11-10,South,Phone,Online,85095,61,42553.8,42541.2,2274,28,0
2024-03-11,West,Headphones,Distributor,50874,61,30054.71,20819.29,2921,7,8
2024-07-20,West,Headphones,Distributor,52643,61,31245.12,21397.88,9552,10,8
2024-02-10,South,Phone,Distributor,44208,36,23998.98,20209.02,8163,17,7
2024-09-07,East,Laptop,Distributor,65352,56,39502.29,25849.71,1414,27,5
2024-08-26,East,Headphones,Online,84767,79,64667.77,20099.23,4129,12,5
2024-04-01,North,Phone,Retail,48786,47,27245.35,21540.65,6085,10,1
2024-07-07,East,Camera,Online,60762,78,30992.17,29769.83,5504,20,7
2024-07-22,North,Tablet,Retail,45198,81,35767.09,9430.91,1498,27,7
2024-11-07,West,Headphones,Online,77287,61,58929.87,18357.13,9938,25,1
2024-01-20,East,Laptop,Distributor,60352,92,42952.03,17399.97,3898,27,2
2024-02-12,West,Laptop,Online,65664,57,46830.07,18833.93,6148,3,8
2024-05-22,South,Camera,Distributor,2520,3,1892.98,627.02,6185,28,2
2024-10-27,East,Camera,Online,78432,86,49013.22,29418.78,2007,2,3
2024-09-13,South,Tablet,Online,21942,23,11263.98,10678.02,4255,22,8
2024-07-28,South,Laptop,Retail,38664,36,23399.66,15264.34,6594,14,9
2024-12-22,North,Camera,Retail,7428,12,5759.7,1668.3,3990,23,1
2024-04-05,East,Camera,Distributor,3855,3,2123.34,1731.66,1171,6,10
2024-07-10,West,Laptop,Distributor,26080,32,19591.1,6488.9,4130,23,2
2024-06-07,North,Headphones,Distributor,25234,37,14728.81,10505.19,6169,13,3
2024-04-06,East,Phone,Online,29070,38,20618.4,8451.6,5334,2,7
2024-06-30,East,Tablet,Distributor,64320,67,48166.03,16153.97,3793,1,9
2024-07-16,South,Camera,Distributor,32913,27,20740.33,12172.67,5729,6,5
2024-12-24,East,Laptop,Distributor,70785,99,40875.8,29909.2,8662,8,0
2024-02-29,South,Headphones,Online,66000,60,39395.22,26604.78,7191,21,9
2024-01-18,East,Laptop,Distributor,63940,46,49253.44,14686.56,3600,13,7
2024-06-20,East,Laptop,Online,37398,46,20524.91,16873.09,9958,5,0
2024-08-12,West,Camera,Distributor,84105,89,60495.59,23609.41,8759,26,3
2024-05-09,East,Camera,Retail,74028,62,45922.97,28105.03,1657,29,3
2024-09-16,North,Headphones,Retail,77500,100,60930.08,16569.92,7565,18,0
2024-03-24,South,Tablet,Distributor,131850,90,86655.2,45194.8,3286,4,10
2024-06-19,North,Laptop,Retail,63756,99,47207.93,16548.07,8515,12,2
2024-08-23,North,Phone,Online,18584,23,11006.52,7577.48,4024,7,3
2024-08-11,North,Phone,Online,93984,88,70835.79,23148.21,7131,0,7
2024-03-22,East,Laptop,Retail,85413,71,52803.53,32609.47,4481,29,7
2024-12-08,West,Headphones,Distributor,40992,32,31772.28,9219.72,7350,4,5
2024-03-09,West,Tablet,Retail,108489,87,82647.48,25841.52,7452,17,1
2024-06-26,West,Camera,Online,40774,29,27830.57,12943.43,4852,11,5
2024-06-23,North,Camera,Distributor,87979,97,68128.81,19850.19,4769,4,7
2024-04-06,North,Phone,Retail,33320,56,20054.51,13265.49,3947,13,2
2024-05-25,East,Headphones,Distributor,33170,62,19182.41,13987.59,7909,5,2
2024-07-22,North,Headphones,Online,54090,45,38934.05,15155.95,7626,25,0
2024-03-23,East,Phone,Distributor,58045,65,40973.36,17071.64,1189,15,10
2024-12-09,West,Headphones,Online,36465,39,21061.99,15403.01,2899,19,7
2024-09-14,East,Headphones,Distributor,58652,43,38740.07,19911.93,6977,3,2
2024-08-05,West,Laptop,Online,845,1,662.87,182.13,5224,6,8
2024-11-10,West,Headphones,Online,47280,60,24205.15,23074.85,9021,14,5
2024-01-26,East,Tablet,Retail,52404,44,30857.75,21546.25,1385,17,4
2024-04-01,East,Tablet,Retail,2871,3,1715.11,1155.89,1583,19,1
2024-07-01,North,Camera,Distributor,38454,51,21248.53,17205.47,9765,3,2
2024-03-15,West,Headphones,Retail,67275,45,42881.71,24393.29,4999,29,8
2024-10-18,West,Laptop,Online,37002,42,18926.01,18075.99,2656,12,8
2024-02-10,East,Tablet,Retail,27144,52,15069.78,12074.22,5208,23,10
2024-02-10,West,Laptop,Online,56758,74,45319.87,11438.13,9422,17,3
2024-12-21,North,Tablet,Distributor,43920,61,31983.23,11936.77,8158,8,2
2024-05-21,North,Camera,Retail,28656,24,16777.34,11878.66,1082,13,3
2024-01-10,West,Phone,Retail,34055,35,23148.0,10907.0,6212,3,3
2024-04-25,North,Tablet,Online,10134,9,5942.06,4191.94,8547,18,6
2024-11-21,East,Camera,Retail,88572,61,59103.84,29468.16,6618,10,5
2024-06-26,West,Phone,Retail,96960,96,54607.02,42352.98,3785,21,6
2024-05-10,West,Laptop,Distributor,110260,74,57730.21,52529.79,8971,17,5
2024-02-12,South,Camera,Retail,31122,39,22571.46,8550.54,8397,21,7
2024-01-16,South,Camera,Distributor,25058,22,15172.32,9885.68,8070,13,0
2024-05-25,West,Phone,Retail,43746,69,26839.42,16906.58,3023,3,6
2024-04-21,South,Laptop,Distributor,25916,38,19682.37,6233.63,7571,17,6
2024-06-29,South,Headphones,Distributor,29772,36,21767.79,8004.21,2730,21,10
2024-11-20,East,Camera,Distributor,62169,69,35282.76,26886.24,7618,15,7
2024-05-26,West,Phone,Online,41340,52,20711.39,20628.61,6473,24,7
2024-12-01,South,Laptop,Retail,87600,75,54787.67,32812.33,7852,13,3
2024-11-21,North,Camera,Online,20232,18,13878.67,6353.33,2319,19,9
2024-07-28,North,Tablet,Distributor,21440,32,14381.78,7058.22,8731,21,1
2024-07-08,North,Camera,Distributor,53250,50,34793.58,18456.42,4162,27,2
2024-08-22,East,Phone,Online,88999,61,63530.85,25468.15,4273,10,2
2024-05-30,North,Laptop,Online,71928,74,45872.65,26055.35,8268,7,2
2024-08-24,North,Camera,Retail,15750,21,10058.95,5691.05,2144,0,0
2024-12-15,West,Camera,Retail,28600,50,21018.51,7581.49,5260,28,8
2024-03-02,North,Headphones,Retail,52173,93,30671.93,21501.07,7527,26,0
2024-07-05,West,Camera,Distributor,79800,84,50160.41,29639.59,3032,3,2
2024-05-14,North,Phone,Retail,62116,53,37390.75,24725.25,4982,25,7
2024-04-17,East,Laptop,Retail,100430,83,52446.64,47983.36,9053,24,3
2024-05-13,East,Tablet,Distributor,47766,57,35165.91,12600.09,5225,18,4
2024-10-31,North,Phone,Online,53265,67,27047.02,26217.98,7076,18,5
2024-05-29,East,Phone,Distributor,66584,82,42785.91,23798.09,8206,21,4
2024-03-20,South,Phone,Distributor,52402,38,32241.27,20160.73,4734,0,3
2024-10-25,East,Phone,Distributor,1530,2,932.15,597.85,9332,23,8
2024-07-26,West,Camera,Online,52155,45,28516.43,23638.57,9209,10,8
2024-07-10,West,Headphones,Distributor,30602,22,20122.99,10479.01,3873,15,6
2024-01-08,North,Tablet,Online,28440,40,16133.81,12306.19,5559,19,1
2024-11-28,South,Tablet,Retail,63897,59,49444.19,14452.81,1199,26,8
2024-04-26,South,Tablet,Distributor,4540,5,3123.16,1416.84,6398,16,1
2024-05-18,North,Laptop,Retail,75555,73,43398.16,32156.84,5195,25,2
2024-12-19,South,Phone,Distributor,88964,92,49217.48,39746.52,5354,17,4
2024-02-16,South,Laptop,Online,54270,67,28125.94,26144.06,4728,7,9
2024-10-24,West,Headphones,Online,96738,69,71046.69,25691.31,6224,25,10
2024-02-07,South,Headphones,Online,33345,57,21434.52,11910.48,2636,17,9
2024-04-20,West,Tablet,Distributor,2190,2,1377.35,812.65,2827,23,7
2024-11-25,South,Camera,Distributor,100567,79,64048.74,36518.26,1008,8,6
2024-11-03,East,Headphones,Distributor,19228,23,12540.27,6687.73,9424,9,10
2024-06-02,East,Camera,Online,34364,44,24170.01,10193.99,9242,9,10
2024-08-13,North,Phone,Retail,826,1,634.38,191.62,9348,15,7
2024-03-24,South,Laptop,Retail,70557,87,37280.23,33276.77,8261,10,10
2024-12-17,South,Phone,Online,72226,98,40732.93,31493.07,9221,9,5
2024-09-28,West,Laptop,Distributor,56511,39,38588.99,17922.01,3532,10,2
2024-04-08,West,Phone,Online,93062,79,50917.92,42144.08,9461,15,10
2024-10-31,West,Tablet,Online,33422,34,26079.15,7342.85,5974,11,2
2024-06-05,East,Tablet,Distributor,39360,41,23317.06,16042.94,7447,24,6
2024-01-03,West,Laptop,Retail,53406,46,39606.49,13799.51,8485,24,4
2024-01-10,South,Phone,Distributor,70104,92,41251.93,28852.07,7119,0,5
2024-08-06,West,Tablet,Distributor,90432,72,50627.06,39804.94,4522,19,8
2024-08-13,East,Laptop,Online,21248,32,12698.76,8549.24,8859,30,9
2024-08-28,North,Headphones,Distributor,90818,91,52216.16,38601.84,7144,1,1
2024-01-29,East,Tablet,Distributor,45504,48,35360.33,10143.67,2819,15,2
2024-02-07,East,Headphones,Online,22060,20,13007.83,9052.17,4276,17,1
2024-08-12,South,Tablet,Distributor,89670,70,62608.24,27061.76,9700,26,4
2024-12-19,North,Phone,Online,110520,90,79764.22,30755.78,6918,28,7
2024-04-19,South,Tablet,Retail,29130,30,17730.3,11399.7,4260,21,4
2024-05-10,North,Phone,Online,76360,83,47969.3,28390.7,8968,25,0
2024-09-27,North,Camera,Retail,3237,3,2043.07,1193.93,1525,30,8
2024-06-16,West,Tablet,Distributor,49407,43,25698.2,23708.8,2237,18,1
2024-10-12,North,Camera,Online,90156,66,68107.97,22048.03,8675,19,10
2024-04-07,North,Headphones,Retail,57720,60,44260.08,13459.92,3493,20,5
2024-02-07,South,Camera,Retail,61360,59,45058.73,16301.27,8084,28,0
2024-07-24,East,Laptop,Distributor,25950,50,13041.47,12908.53,6281,13,2
2024-05-12,South,Camera,Distributor,82566,99,54469.56,28096.44,4282,24,9
2024-06-30,South,Phone,Online,22005,27,12201.24,9803.76,1429,17,9
2024-01-21,South,Camera,Retail,7515,9,5720.17,1794.83,4770,21,3
2024-04-13,East,Phone,Retail,25830,35,20170.41,5659.59,4559,24,5
2024-01-14,South,Headphones,Online,25774,49,16319.73,9454.27,4417,12,0
2024-08-16,West,Headphones,Online,34803,27,21374.31,13428.69,3042,2,2
2024-09-16,North,Phone,Online,23408,16,15138.72,8269.28,6871,23,5
2024-07-31,South,Phone,Online,56420,65,36300.27,20119.73,9335,3,7
2024-01-09,North,Headphones,Retail,77168,52,58435.31,18732.69,6811,11,4
2024-02-03,West,Tablet,Online,52740,90,36661.15,16078.85,7384,28,7
2024-01-09,East,Tablet,Online,25973,19,14926.67,11046.33,1151,4,8
2024-03-20,South,Headphones,Online,8880,8,6577.54,2302.46,5801,11,9
2024-07-31,South,Headphones,Online,33534,23,21984.22,11549.78,3480,23,10
2024-04-02,East,Laptop,Online,4036,4,2265.1,1770.9,7613,20,5
2024-05-15,East,Laptop,Online,22747,43,17438.9,5308.1,1560,23,2
2024-07-27,North,Camera,Retail,108976,98,78109.29,30866.71,3781,5,1
2024-01-08,East,Phone,Online,30618,54,16341.54,14276.46,8793,14,6
2024-10-01,West,Phone,Distributor,41000,82,24330.6,16669.4,8692,28,4
2024-03-06,East,Camera,Retail,93536,79,66868.38,26667.62,8828,15,9
2024-04-10,South,Phone,Distributor,22508,17,17616.71,4891.29,4695,21,1
2024-02-18,West,Tablet,Distributor,10570,14,6002.35,4567.65,4024,23,10
2024-06-03,East,Headphones,Distributor,78432,76,51378.55,27053.45,5370,24,2
2024-06-16,West,Tablet,Distributor,20767,19,14971.41,5795.59,1560,23,6
